global_id,name,raw_key,embedding_000,embedding_001,embedding_002,embedding_003,embedding_004,embedding_005,embedding_006,embedding_007,embedding_008,embedding_009,embedding_010,embedding_011,embedding_012,embedding_013,embedding_014,embedding_015,embedding_016,embedding_017,embedding_018,embedding_019,embedding_020,embedding_021,embedding_022,embedding_023,embedding_024,embedding_025,embedding_026,embedding_027,embedding_028,embedding_029,embedding_030,embedding_031,embedding_032,embedding_033,embedding_034,embedding_035,embedding_036,embedding_037,embedding_038,embedding_039,embedding_040,embedding_041,embedding_042,embedding_043,embedding_044,embedding_045,embedding_046,embedding_047,embedding_048,embedding_049,embedding_050,embedding_051,embedding_052,embedding_053,embedding_054,embedding_055,embedding_056,embedding_057,embedding_058,embedding_059,embedding_060,embedding_061,embedding_062,embedding_063
11,Kimi no Na wa.,anime_32281,-0.50293,0.322776,-0.377707,-0.130083,-0.468495,0.885529,0.126275,0.638394,-1.088608,0.629508,-0.942114,-0.511896,-0.775309,0.241998,-0.730195,-0.761377,-0.744131,-0.08879,-0.197523,-0.906429,0.793334,-0.509482,0.099174,-0.232123,0.538288,-0.636992,0.126667,1.639949,-0.742292,1.316222,-0.555275,-0.177771,0.14633,0.773124,0.704055,0.628918,0.758388,1.354843,-1.056476,-0.317646,1.621587,-0.29257,0.400927,0.419531,0.447522,-0.054207,0.419269,-0.242829,-0.004183,0.62007,0.125981,-0.857938,0.92464,-1.685911,0.227479,0.834966,-0.064897,-0.618368,1.646585,0.21689,-0.004029,-0.385819,-1.034853,0.636755
12,Shingeki no Kyojin Season 2,anime_25777,-0.930446,0.693986,-0.344463,-0.726523,0.393259,0.996231,0.547965,0.691491,-0.684553,0.049303,-0.119319,-0.917096,-0.362135,1.234315,-0.153867,-1.3038,-0.598851,0.387799,-0.271049,-1.039844,1.117468,0.117794,0.658073,0.01166,0.771595,-1.54727,-0.004576,1.658428,-1.997569,1.042713,-0.854723,-0.114952,0.255778,-0.455839,0.7088,0.344806,0.577119,0.57255,0.053865,-0.545517,1.543348,0.14977,0.837557,1.314948,0.607897,0.37364,0.287799,-0.320438,-0.568284,1.233205,0.896922,-0.239801,1.402877,-1.416553,0.771558,0.034317,-0.576604,-1.011009,1.782929,0.159922,0.369575,0.497847,-1.130077,0.608397
13,Jujutsu Kaisen,anime_40748,-1.000419,0.649527,-0.27917,-0.712333,0.507412,0.823794,0.539285,0.830455,-0.54772,-0.013798,-0.114516,-0.91092,-0.553803,1.178439,-0.085709,-1.213291,-0.59545,0.356688,-0.447932,-0.951476,1.051179,-0.049616,0.726434,-0.040089,0.868622,-1.579256,0.007799,1.828168,-1.956973,1.110798,-0.763246,-0.043026,0.201789,-0.431053,0.656176,0.423762,0.444775,0.767812,-0.107233,-0.621981,1.471161,0.094383,0.820623,1.135009,0.714656,0.545603,0.300947,-0.380435,-0.525471,1.158618,0.982563,-0.380138,1.32489,-1.408662,0.764185,-0.018306,-0.511194,-1.072671,1.778836,0.288437,0.38343,0.510343,-1.273217,0.681073
14,Steins;Gate,anime_9253,0.014517,0.733712,-0.139158,-0.083233,0.010307,1.069761,-0.273551,0.819069,-1.042245,0.570393,-0.462688,-0.506969,-1.396455,-0.275318,-0.663022,-1.191248,-0.771947,0.127566,0.991054,-0.537225,0.399989,0.13946,0.459658,-0.130744,0.609377,-0.493141,0.104288,1.672932,-1.204818,1.007634,-0.566259,-0.251794,-0.175233,0.275522,0.685195,0.477113,0.546781,1.269624,-0.486731,0.191322,0.864449,-0.498481,0.481395,0.942953,-0.617873,-0.199588,0.622922,0.178463,-0.882604,0.800928,0.481008,-0.724155,0.536404,-0.832388,0.613978,0.557986,0.013476,-0.802393,1.70964,-0.259288,-0.245564,0.01799,-1.172828,0.818035
15,Naruto: Shippuuden,anime_1735,-1.06761,0.843997,-0.310125,-0.607995,0.435915,0.864095,0.626782,0.727865,-0.727014,0.068092,0.08016,-1.069084,-0.418306,1.154453,0.037001,-1.404749,-0.380076,0.508957,-0.191656,-1.059906,1.128051,0.013968,0.777134,-0.011669,0.675352,-1.454827,-0.198887,1.691097,-1.944556,1.05988,-0.732176,-0.092466,0.2229,-0.329817,0.787962,0.226601,0.477474,0.51443,0.035703,-0.544966,1.529047,0.145663,0.933265,1.305324,0.567329,0.214643,0.272209,-0.336778,-0.717245,1.152844,1.102331,-0.405079,1.406213,-1.300794,0.794008,-0.128358,-0.584013,-1.008307,1.729564,0.147543,0.325199,0.630145,-1.327646,0.613093
16,Boku no Hero Academia 2nd Season,anime_33486,-1.152473,0.731801,-0.285723,-0.738526,0.500905,0.748899,0.689514,0.879497,-0.605311,-0.11088,-0.041919,-1.076685,-0.517765,1.14018,-0.099736,-1.25764,-0.566512,0.535566,-0.444816,-0.947309,1.07142,-0.054103,0.76243,0.045244,0.776241,-1.560904,-0.057198,1.772108,-1.884749,1.135848,-0.878866,-0.053496,0.071524,-0.415914,0.714985,0.394437,0.521062,0.614719,0.013947,-0.628353,1.324027,-0.04099,0.750953,1.184822,0.486369,0.401947,0.287887,-0.435994,-0.664502,1.105688,0.842137,-0.503586,1.425814,-1.305821,0.84917,-0.191827,-0.280827,-0.911047,1.853797,0.236511,0.22306,0.642812,-1.354876,0.707907
17,One Piece,anime_21,-1.066955,0.885685,-0.248911,-0.714512,0.487621,0.844701,0.57572,0.800677,-0.806525,0.105071,0.164306,-1.130265,-0.40787,1.185901,0.079743,-1.292749,-0.364578,0.545513,-0.154829,-1.107975,1.162508,0.040927,0.82298,-0.020186,0.596028,-1.537433,-0.165409,1.703192,-2.013397,1.114095,-0.625206,-0.01877,0.186581,-0.405458,0.87067,0.114411,0.604356,0.56612,0.038428,-0.602602,1.509748,0.167651,0.973072,1.356827,0.589255,0.306606,0.250457,-0.380806,-0.803712,1.155493,1.144689,-0.372473,1.493231,-1.240366,0.758705,-0.084898,-0.627206,-1.012595,1.838099,0.07394,0.278644,0.649372,-1.353845,0.553586
18,Shingeki no Kyojin Season 3,anime_35760,-0.930491,0.694339,-0.344536,-0.726623,0.393099,0.99596,0.547494,0.691337,-0.684828,0.049329,-0.119266,-0.916776,-0.362141,1.234208,-0.153594,-1.303783,-0.59905,0.387485,-0.27102,-1.039709,1.117506,0.11769,0.65852,0.011502,0.771995,-1.546997,-0.004746,1.658341,-1.997587,1.042841,-0.854627,-0.114658,0.255851,-0.455715,0.708516,0.344588,0.577023,0.572379,0.053314,-0.545414,1.543372,0.149696,0.837366,1.31477,0.607713,0.373852,0.287722,-0.320928,-0.568076,1.23339,0.896636,-0.239972,1.403077,-1.416707,0.771828,0.033965,-0.576685,-1.011078,1.782864,0.159813,0.36972,0.497894,-1.130046,0.608057
19,Koe no Katachi,anime_28851,-0.96489,0.522703,-0.340874,-0.600598,0.162464,1.077903,0.552972,0.660148,-0.620002,-0.043967,-0.236526,-0.625532,-0.519946,1.289348,-0.263007,-1.383543,-0.537635,0.366066,-0.665316,-0.987328,1.045934,0.065082,0.326274,0.036483,0.940592,-1.385055,0.07134,1.783441,-1.836309,0.981019,-0.951764,0.0843,0.379907,-0.457813,0.712999,0.527869,0.534284,0.627583,-0.196199,-0.7289,1.532375,0.08808,0.852883,1.026446,0.595045,0.58468,0.37394,-0.422445,-0.375615,1.246189,0.683131,-0.461658,1.211915,-1.391838,0.900235,0.136663,-0.542872,-0.948316,1.660917,0.393235,0.443811,0.241672,-1.137815,0.652678
20,Shingeki no Kyojin Season 3 Part 2,anime_38524,-0.930441,0.69414,-0.344523,-0.726656,0.393186,0.996072,0.547692,0.691527,-0.684678,0.049309,-0.119317,-0.916998,-0.36204,1.234094,-0.153684,-1.303844,-0.598867,0.387734,-0.270982,-1.039789,1.117489,0.11782,0.658345,0.011507,0.77187,-1.547149,-0.004649,1.658548,-1.997519,1.042755,-0.854701,-0.114753,0.255881,-0.455697,0.708668,0.344809,0.577141,0.572505,0.053542,-0.545427,1.54343,0.149705,0.837452,1.314886,0.607827,0.373583,0.287642,-0.320836,-0.568321,1.233233,0.896813,-0.239994,1.403102,-1.416741,0.771763,0.034034,-0.576772,-1.011034,1.782922,0.15984,0.369572,0.497874,-1.129965,0.608334
21,No Game No Life,anime_19815,-0.447976,0.647927,0.205366,-0.391484,0.030784,0.612987,0.293106,0.185224,-0.950844,0.858431,-0.653008,-0.458149,-0.997493,0.317466,-0.263308,-0.801264,-0.728287,0.157736,1.086296,-0.878505,0.348217,-0.376425,0.450568,-0.079606,0.390403,-0.553623,0.11682,1.403362,-1.050815,1.223503,-0.355702,-0.376407,-0.046586,0.729414,1.053336,0.733529,0.664206,1.732167,-0.529402,-0.266454,1.303264,-0.223324,0.808296,1.094407,0.322666,-0.371519,0.380311,-0.121152,-0.714726,0.321005,-0.213592,-0.81195,0.659531,-1.28003,0.416028,0.195402,-0.373094,-0.758319,1.560903,-0.111697,0.24368,0.149563,-1.013469,1.120728
22,Code Geass: Hangyaku no Lelouch,anime_1575,-0.539306,0.303402,-0.230084,-0.342047,-0.483823,0.478125,0.230089,0.751504,-1.009016,0.617126,-0.931785,-0.832386,-0.731363,0.096438,-0.626158,-0.671658,-0.842935,0.062266,0.169807,-0.775671,0.810017,-0.500877,0.408957,-0.09357,0.576676,-0.644442,-0.004883,1.500023,-0.818938,1.200161,-0.72089,-0.439372,-0.068174,0.552321,0.584078,0.632483,0.663788,1.481105,-0.817025,-0.245115,1.446629,-0.467856,0.479592,0.429854,0.316883,-0.224767,0.438027,-0.27696,-0.159166,0.639041,0.219882,-0.805972,0.845628,-1.738489,0.337819,0.609275,-0.135445,-0.46863,1.524087,0.054458,-0.248437,0.005003,-1.061278,0.813274
23,Re:Zero kara Hajimeru Isekai Seikatsu,anime_31240,-0.380726,0.544173,0.252502,-0.478395,0.024832,0.668547,0.330551,0.279621,-1.122259,0.895527,-0.61337,-0.568804,-1.05823,0.411141,-0.30849,-0.59922,-0.734641,0.149046,1.041596,-0.877324,0.41598,-0.212363,0.470872,-0.118654,0.296069,-0.620585,0.273849,1.502322,-1.232581,1.236625,-0.268374,-0.383548,0.060492,0.455431,1.064795,0.558656,0.806215,1.781811,-0.536916,-0.104519,1.22229,-0.174396,0.679593,1.029366,0.453147,-0.441352,0.522625,-0.184958,-0.810486,0.459035,-0.296739,-0.836899,0.557616,-1.308572,0.243835,0.340204,-0.428043,-0.645122,1.428844,-0.198272,0.191148,0.091661,-1.04621,1.097459
24,Shigatsu wa Kimi no Uso,anime_23273,-1.092047,0.698945,-0.312217,-0.617227,0.312503,0.880279,0.562946,0.810476,-0.464692,-0.014348,-0.147864,-0.783714,-0.635862,1.196685,-0.145302,-1.373056,-0.568573,0.385928,-0.470226,-1.033233,1.136585,-0.043252,0.627504,-0.006365,0.899609,-1.342667,-0.088269,1.6374,-1.991974,0.984585,-0.836635,-0.093521,0.198828,-0.460329,0.551494,0.452957,0.470632,0.714633,-0.100886,-0.901636,1.47553,0.079465,0.955261,1.207733,0.372579,0.342435,0.322283,-0.554298,-0.447736,1.095726,0.768646,-0.398257,1.219894,-1.309579,0.783345,-0.131223,-0.470993,-0.932555,1.729073,0.396545,0.275769,0.613382,-1.159941,0.643852
25,Boku no Hero Academia 3rd Season,anime_36456,-1.152543,0.731756,-0.285682,-0.738347,0.500919,0.748994,0.689736,0.87948,-0.605367,-0.110832,-0.041971,-1.07678,-0.517778,1.140204,-0.099809,-1.257658,-0.566541,0.535575,-0.444812,-0.947425,1.071423,-0.054053,0.762528,0.045424,0.776128,-1.561058,-0.057169,1.772029,-1.884798,1.135911,-0.878914,-0.053635,0.071474,-0.416087,0.714967,0.394388,0.521028,0.614865,0.014137,-0.628221,1.323953,-0.041115,0.750964,1.184765,0.486262,0.402023,0.287892,-0.435883,-0.664515,1.105654,0.842125,-0.503435,1.425823,-1.305775,0.849066,-0.19174,-0.28088,-0.911069,1.853865,0.236557,0.22295,0.64267,-1.354865,0.707938
26,Toradora!,anime_4224,-0.448854,0.501341,0.412173,-0.485444,0.155223,0.437407,0.170553,0.345571,-0.894923,0.601756,-0.646377,-0.488481,-1.307173,0.551976,-0.193779,-0.467789,-0.841201,0.13718,1.130642,-0.809235,0.418621,-0.458629,0.358507,-0.235362,0.104824,-0.58357,0.471078,1.399372,-1.111692,1.483243,-0.096035,-0.315754,0.130726,0.301712,0.841899,0.576033,0.836546,1.815556,-0.592794,-0.451465,1.290113,-0.171616,0.684237,0.826177,0.268623,-0.323709,0.536876,-0.159023,-0.72451,0.241996,-0.782269,-0.837483,0.447943,-1.287713,0.074277,0.075889,-0.441709,-0.834128,1.282472,-0.059302,0.106851,0.116037,-0.852983,1.2744
27,Noragami,anime_20507,-1.092364,0.807008,-0.339748,-0.699767,0.584187,0.852288,0.533683,0.865534,-0.49472,0.005139,0.030947,-0.923844,-0.497959,1.235093,-0.12053,-1.279505,-0.620806,0.41319,-0.185467,-0.963691,1.025525,-0.140817,0.649465,0.049128,0.841806,-1.506616,0.136341,1.737046,-1.973189,1.340132,-0.80696,-0.071533,0.139879,-0.449183,0.597114,0.446803,0.613507,0.73068,-0.019748,-0.699222,1.418932,0.12185,0.874029,1.328677,0.475777,0.646283,0.251688,-0.374042,-0.418588,1.188551,0.857262,-0.363015,1.391876,-1.405333,0.750269,-0.039775,-0.570225,-1.155771,1.839166,0.293734,0.398722,0.49157,-1.187969,0.841456
28,Mob Psycho 100,anime_32182,-0.431438,1.021141,-0.127577,-0.331205,0.052543,0.673823,0.005657,0.666906,-0.273651,0.836127,-0.799076,-0.519715,-1.2134,0.281423,-0.657879,-1.047428,-0.598659,-0.091343,0.704447,-0.886349,0.697608,-0.227672,0.623969,0.144468,0.395822,-0.704358,0.316158,1.700998,-0.934964,1.322829,-0.524513,-0.488855,-0.613919,0.536179,0.323691,0.540057,0.434522,1.236789,-0.145876,0.063862,0.850175,-0.397022,0.545243,0.69453,0.166332,-0.077476,-0.169739,-0.189613,-0.797743,0.553632,0.694858,-0.589172,0.744622,-1.294832,0.40197,0.058193,-0.083625,-1.583637,1.992118,0.005958,-0.06401,0.308472,-1.026776,0.878359
29,Boku dake ga Inai Machi,anime_31043,-0.95326,0.557579,-0.273623,-0.249141,-0.091459,0.837291,0.969007,0.787471,-0.595081,0.663107,-0.358061,-0.597582,-0.464464,1.074595,-0.097788,-1.852526,-0.195966,0.661409,-0.360408,-0.894864,0.914569,-0.073178,1.109343,0.038323,0.97301,-1.48965,0.207896,1.263121,-1.942053,1.08488,-0.749766,-0.231724,-0.459679,-0.6879,0.430167,0.794728,1.043974,1.313602,0.386536,-0.350788,1.27985,-0.517177,1.196595,0.936157,0.093388,0.610623,-0.139752,-0.592703,-0.999643,1.105044,0.876953,-1.109602,1.667666,-1.226455,0.246469,-0.275082,0.036168,-1.145844,1.935035,0.637421,-0.91147,0.636853,-0.989264,1.219695
30,Shingeki no Kyojin: The Final Season,anime_40028,-0.934613,0.690421,-0.346119,-0.716823,0.392377,0.997653,0.544379,0.702106,-0.672366,0.042802,-0.116292,-0.904378,-0.367192,1.241684,-0.165147,-1.319309,-0.597881,0.403213,-0.276345,-1.031124,1.1157,0.099553,0.637264,0.027145,0.77924,-1.535474,0.004416,1.651901,-2.00068,1.051619,-0.860803,-0.10433,0.245569,-0.436827,0.701807,0.356215,0.576722,0.581461,0.051542,-0.559474,1.542392,0.144283,0.843728,1.315687,0.581191,0.379169,0.286906,-0.337261,-0.556632,1.223392,0.879903,-0.262355,1.409267,-1.402981,0.774664,0.021009,-0.557842,-1.015885,1.79695,0.165569,0.35854,0.512123,-1.125475,0.613588
31,Akame ga Kill!,anime_22199,-1.10008,0.774757,-0.289625,-0.726342,0.427214,0.848967,0.535725,0.773221,-0.748618,0.07089,0.064203,-1.082793,-0.374463,1.123928,-0.069075,-1.245206,-0.453176,0.491726,-0.184046,-1.039196,1.137749,0.047284,0.728913,0.103906,0.722576,-1.521747,-0.066482,1.565398,-2.1213,1.102489,-0.718737,-0.054753,0.173214,-0.460245,0.738379,0.30784,0.667507,0.700416,0.015928,-0.541401,1.557435,0.200889,0.906904,1.41571,0.642446,0.378245,0.294118,-0.332654,-0.661146,1.204708,0.927674,-0.295656,1.474881,-1.301975,0.850954,-0.063752,-0.441666,-1.08125,1.836845,0.130755,0.406112,0.481104,-1.200329,0.633571
32,Nanatsu no Taizai,anime_23755,-1.131691,0.894735,-0.230426,-0.669914,0.493818,0.820272,0.547079,0.874858,-0.715191,0.026014,0.16146,-0.974009,-0.447403,1.254723,0.008605,-1.458724,-0.395069,0.652747,-0.197923,-1.01648,1.186075,-0.098053,0.71618,0.081866,0.648218,-1.425396,-0.107096,1.63043,-2.031505,1.190976,-0.698321,0.033177,0.111649,-0.264979,0.77527,0.204352,0.620468,0.664242,0.012362,-0.725173,1.497086,0.103536,1.021264,1.365795,0.362403,0.358044,0.229549,-0.50959,-0.704103,1.093354,1.014475,-0.581959,1.586256,-1.130953,0.782344,-0.232932,-0.475922,-1.058371,1.968761,0.146024,0.179574,0.788705,-1.330466,0.601121
33,Ansatsu Kyoushitsu,anime_24833,-0.956388,0.837252,-0.235325,-0.733741,0.605336,0.885057,0.634593,0.672637,-0.426314,-0.027617,0.030193,-0.993038,-0.60293,1.056398,0.075053,-1.141187,-0.468332,0.343652,-0.381167,-1.084705,1.069846,0.082305,0.917427,-0.162948,0.781132,-1.651902,-0.155012,1.639877,-1.810499,1.052075,-0.818725,-0.068389,0.160316,-0.429408,0.783327,0.385582,0.381298,0.607977,0.058529,-0.626217,1.421903,0.057187,0.806949,1.100056,0.798384,0.533682,0.186774,-0.186403,-0.628485,1.039252,1.024917,-0.218553,1.426602,-1.443233,0.891105,-0.108615,-0.48828,-1.06443,1.870503,0.187854,0.311816,0.605869,-1.288556,0.643494
34,Angel Beats!,anime_6547,-0.641082,0.329559,-0.067126,-0.095849,-0.262239,0.684779,0.240321,0.845484,-0.864112,0.813446,-0.782154,-0.959135,-0.77239,0.134731,-0.602998,-0.563163,-0.37096,0.219793,0.145659,-1.132999,0.994153,-0.740077,0.305076,-0.407425,0.691806,-0.573917,0.095587,1.433613,-0.997845,1.569794,-0.373313,-0.180413,-0.040087,0.440146,0.703106,0.524265,0.826583,1.626752,-0.848257,-0.582187,1.278481,-0.296655,0.693573,0.437952,0.272241,-0.365079,0.554384,-0.189797,-0.219667,0.843246,-0.075776,-0.854854,0.831773,-1.707954,0.073507,0.685291,-0.010483,-0.400189,1.57843,0.099713,-0.172857,-0.331756,-0.975179,0.914366
35,Bleach,anime_269,-1.0648,0.898293,-0.279625,-0.771135,0.616688,0.826565,0.591136,0.828634,-0.666707,0.112311,0.094742,-1.084716,-0.435715,1.271235,-0.003125,-1.296884,-0.551416,0.492026,-0.148105,-1.063316,1.113804,-0.008269,0.827457,-0.103961,0.642011,-1.684124,-0.002418,1.805063,-1.932478,1.293396,-0.746674,-0.060497,0.165433,-0.358688,0.700278,0.224989,0.494128,0.569052,0.044763,-0.505774,1.485735,0.126641,0.87336,1.296756,0.562876,0.464424,0.184599,-0.321094,-0.653511,1.143513,1.147048,-0.351597,1.406547,-1.35878,0.728394,-0.087584,-0.700031,-1.032688,1.870202,0.192435,0.300686,0.730087,-1.293662,0.645881
